"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"神奈川県","藤沢市","遠藤","","4064","9","-67499","-36208.9","35.390927","139.434746","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","359","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","363","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","414","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","530","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","549","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","554","9","-66323.2","-36086.1","35.40153","139.436046","0","1","0","0"
"神奈川県","藤沢市","遠藤","","860","9","-69272.4","-36175.3","35.374943","139.435194","0","1","0","0"
"神奈川県","藤沢市","遠藤","","861","9","-69272.4","-36175.3","35.374943","139.435194","0","1","0","0"
"神奈川県","藤沢市","遠藤","","863","9","-69272.4","-36175.3","35.374943","139.435194","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3791","9","-66702.6","-36141.2","35.398108","139.435456","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3793","9","-66702.6","-36141.2","35.398108","139.435456","0","1","0","0"
"神奈川県","藤沢市","葛原","","1235","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1236","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1237","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1239","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1240","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1241","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","葛原","","1248","9","-65491.4","-36139","35.409026","139.435426","0","1","0","0"
"神奈川県","藤沢市","遠藤","","862","9","-69243.5","-36210.3","35.375202","139.434808","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2548","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2567","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2600","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2613","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2618","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2619","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2620","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2621","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2721","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2722","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2724","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2751","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2756","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2760","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2761","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2762","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2763","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2845","9","-68162.5","-36041.6","35.384952","139.436617","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3527","9","-68073.7","-36164","35.385748","139.435266","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6144","9","-68073.7","-36164","35.385748","139.435266","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6145","9","-68073.7","-36164","35.385748","139.435266","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6146","9","-68073.7","-36164","35.385748","139.435266","0","0","0","0"
"神奈川県","藤沢市","遠藤","","6147","9","-68073.7","-36164","35.385748","139.435266","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6151","9","-68073.7","-36164","35.385748","139.435266","0","1","0","0"
"神奈川県","藤沢市","遠藤","","631","9","-69785.8","-36196.9","35.370314","139.434979","0","1","0","0"
"神奈川県","藤沢市","遠藤","","845","9","-69600","-36196.9","35.371989","139.434971","0","1","0","0"
"神奈川県","藤沢市","遠藤","","875","9","-69600","-36196.9","35.371989","139.434971","0","1","0","0"
"神奈川県","藤沢市","遠藤","","19","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2526","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2527","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2535","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2538","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2539","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2542","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2544","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2545","9","-68417","-36149.4","35.382654","139.435441","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3897","9","-67202.9","-36190.4","35.393597","139.434936","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6157","9","-68184.2","-36208.6","35.384751","139.43478","0","1","0","0"
"神奈川県","藤沢市","葛原","","2074","9","-65781.5","-36197","35.406409","139.434801","0","1","0","0"
"神奈川県","藤沢市","葛原","","2075","9","-65781.5","-36197","35.406409","139.434801","0","1","0","0"
"神奈川県","藤沢市","葛原","","2076","9","-65781.5","-36197","35.406409","139.434801","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","419","9","-66479.7","-36195.1","35.400115","139.434853","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","421","9","-66479.7","-36195.1","35.400115","139.434853","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","423","9","-66479.7","-36195.1","35.400115","139.434853","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","428","9","-66479.7","-36195.1","35.400115","139.434853","0","1","0","0"
"神奈川県","藤沢市","葛原","","1249","9","-65385","-36176.7","35.409984","139.435007","0","1","0","0"
"神奈川県","藤沢市","葛原","","1251","9","-65385","-36176.7","35.409984","139.435007","0","1","0","0"
"神奈川県","藤沢市","遠藤","","697","9","-69514.3","-35995.3","35.372769","139.437186","0","1","0","0"
"神奈川県","藤沢市","遠藤","","868","9","-69514.3","-35995.3","35.372769","139.437186","0","1","0","0"
"神奈川県","藤沢市","遠藤","","329","9","-69064.4","-36166.4","35.376818","139.435283","0","1","0","0"
"神奈川県","藤沢市","遠藤","","331","9","-69064.4","-36166.4","35.376818","139.435283","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3870","9","-67117.1","-36158.4","35.394371","139.435285","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3871","9","-67117.1","-36158.4","35.394371","139.435285","0","1","0","0"
"神奈川県","藤沢市","葛原","","790","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","葛原","","791","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","葛原","","792","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","葛原","","793","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","葛原","","794","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","葛原","","796","9","-64962.3","-36134.7","35.413795","139.43545","0","1","0","0"
"神奈川県","藤沢市","遠藤","","632","9","-69758.9","-36170","35.370558","139.435274","0","1","0","0"
"神奈川県","藤沢市","遠藤","","874","9","-69572.4","-36170.3","35.372239","139.435262","0","1","0","0"
"神奈川県","藤沢市","遠藤","","864","9","-69309.4","-36164.5","35.37461","139.435315","0","1","0","0"
"神奈川県","藤沢市","葛原","","660","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","665","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","667","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","808","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","816","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","817","9","-64771.3","-36076.8","35.415519","139.436079","0","1","0","0"
"神奈川県","藤沢市","葛原","","2111","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2114","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2139","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2141","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2144","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2145","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2147","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2148","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2149","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2154","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2155","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2210","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2212","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2215","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2216","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2218","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2219","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2223","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2224","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2228","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2230","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2231","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2232","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2233","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","葛原","","2234","9","-65933.4","-36038","35.405045","139.436558","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","429","9","-66606","-36144.7","35.398979","139.435413","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","430","9","-66606","-36144.7","35.398979","139.435413","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","432","9","-66606","-36144.7","35.398979","139.435413","0","1","0","0"
"神奈川県","藤沢市","遠藤","","641","9","-69799.5","-36059.3","35.370196","139.436494","0","1","0","0"
"神奈川県","藤沢市","葛原","","2077","9","-65814.1","-36132.3","35.406117","139.435514","0","1","0","0"
"神奈川県","藤沢市","葛原","","2079","9","-65814.1","-36132.3","35.406117","139.435514","0","1","0","0"
"神奈川県","藤沢市","遠藤","","70","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","77","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","78","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","80","9","-68602.7","-36114.3","35.380982","139.435836","0","0","0","0"
"神奈川県","藤沢市","遠藤","","81","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","87","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","89","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","97","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","98","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","104","9","-68602.7","-36114.3","35.380982","139.435836","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4003","9","-67278.9","-36183.3","35.392912","139.435018","0","0","0","0"
"神奈川県","藤沢市","遠藤","","6190","9","-67058.4","-36085.2","35.394903","139.436088","0","1","0","0"
"神奈川県","藤沢市","遠藤","","6196","9","-67058.4","-36085.2","35.394903","139.436088","0","1","0","0"
"神奈川県","藤沢市","葛原","","938","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","940","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","943","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","972","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","978","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","979","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","983","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","984","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","985","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","987","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","989","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","998","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","葛原","","1000","9","-65276.3","-36068.9","35.410967","139.436189","0","1","0","0"
"神奈川県","藤沢市","遠藤","","304","9","-68805.8","-36147.6","35.37915","139.435478","0","1","0","0"
"神奈川県","藤沢市","遠藤","","305","9","-68805.8","-36147.6","35.37915","139.435478","0","1","0","0"
"神奈川県","藤沢市","遠藤","","306","9","-68805.8","-36147.6","35.37915","139.435478","0","1","0","0"
"神奈川県","藤沢市","遠藤","","309","9","-68805.8","-36147.6","35.37915","139.435478","0","1","0","0"
"神奈川県","藤沢市","遠藤","","310","9","-68805.8","-36147.6","35.37915","139.435478","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3823","9","-66854.1","-36083","35.396745","139.436103","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3838","9","-66854.1","-36083","35.396745","139.436103","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3848","9","-66854.1","-36083","35.396745","139.436103","0","1","0","0"
"神奈川県","藤沢市","遠藤","","860","9","-69167.4","-36149.6","35.37589","139.435472","0","0","0","0"
"神奈川県","藤沢市","遠藤","","651","9","-69918.9","-36131.2","35.369117","139.435708","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","417","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","418","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","427","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","461","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","519","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","528","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","536","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","菖蒲沢","","537","9","-66484.1","-36054.6","35.400081","139.436399","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4047","9","-67395.9","-36131.2","35.391859","139.435597","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4051","9","-67395.9","-36131.2","35.391859","139.435597","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2497","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2500","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2501","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2502","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2505","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2509","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2516","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2530","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2533","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2620","9","-68294.7","-36025.3","35.383761","139.436802","0","0","0","0"
"神奈川県","藤沢市","遠藤","","2627","9","-68294.7","-36025.3","35.383761","139.436802","0","1","0","0"
"神奈川県","藤沢市","葛原","","1227","9","-65574.8","-36136.1","35.408274","139.435462","0","1","0","0"
"神奈川県","藤沢市","葛原","","1232","9","-65574.8","-36136.1","35.408274","139.435462","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4012","9","-67346.8","-36161.4","35.392301","139.435262","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4048","9","-67346.8","-36161.4","35.392301","139.435262","0","1","0","0"
"神奈川県","藤沢市","遠藤","","634","9","-69659","-36097.2","35.371461","139.436071","0","1","0","0"
"神奈川県","藤沢市","遠藤","","636","9","-69659","-36097.2","35.371461","139.436071","0","1","0","0"
"神奈川県","藤沢市","遠藤","","638","9","-69659","-36097.2","35.371461","139.436071","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4097","9","-67586.6","-36127.3","35.39014","139.435648","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4100","9","-67586.6","-36127.3","35.39014","139.435648","0","1","0","0"
"神奈川県","藤沢市","遠藤","","805","9","-69313.1","-36095","35.374579","139.43608","0","1","0","0"
"神奈川県","藤沢市","遠藤","","856","9","-69313.1","-36095","35.374579","139.43608","0","1","0","0"
"神奈川県","藤沢市","遠藤","","858","9","-69313.1","-36095","35.374579","139.43608","0","1","0","0"
"神奈川県","藤沢市","遠藤","","865","9","-69313.1","-36095","35.374579","139.43608","0","1","0","0"
"神奈川県","藤沢市","遠藤","","867","9","-69313.1","-36095","35.374579","139.43608","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4017","9","-67259.3","-36097.9","35.393092","139.435957","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4018","9","-67259.3","-36097.9","35.393092","139.435957","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4035","9","-67259.3","-36097.9","35.393092","139.435957","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4041","9","-67259.3","-36097.9","35.393092","139.435957","0","1","0","0"
"神奈川県","藤沢市","遠藤","","650","9","-69956.2","-36124.5","35.368781","139.435783","0","1","0","0"
"神奈川県","藤沢市","遠藤","","859","9","-69206.7","-36145.5","35.375536","139.435519","0","1","0","0"
"神奈川県","藤沢市","葛原","","1168","9","-65686.6","-36118.1","35.407267","139.435665","0","1","0","0"
"神奈川県","藤沢市","葛原","","1169","9","-65686.6","-36118.1","35.407267","139.435665","0","1","0","0"
"神奈川県","藤沢市","葛原","","1177","9","-65686.6","-36118.1","35.407267","139.435665","0","1","0","0"
"神奈川県","藤沢市","葛原","","1178","9","-65686.6","-36118.1","35.407267","139.435665","0","1","0","0"
"神奈川県","藤沢市","葛原","","1187","9","-65686.6","-36118.1","35.407267","139.435665","0","1","0","0"
"神奈川県","藤沢市","遠藤","","635","9","-69700.3","-36116.9","35.371088","139.435856","0","1","0","0"
"神奈川県","藤沢市","遠藤","","649","9","-69987.4","-36134.9","35.368499","139.43567","0","1","0","0"
"神奈川県","藤沢市","葛原","","799","9","-65016.7","-36073.1","35.413307","139.436131","0","1","0","0"
"神奈川県","藤沢市","遠藤","","327","9","-68976.6","-36146.4","35.37761","139.435499","0","1","0","0"
"神奈川県","藤沢市","遠藤","","859","9","-69178.9","-36116.9","35.375788","139.435833","0","0","0","0"
"神奈川県","藤沢市","遠藤","","866","9","-69362.5","-36100.8","35.374133","139.436018","0","1","0","0"
"神奈川県","藤沢市","遠藤","","313","9","-68913.7","-36109.5","35.378179","139.435903","0","1","0","0"
"神奈川県","藤沢市","遠藤","","317","9","-68913.7","-36109.5","35.378179","139.435903","0","1","0","0"
"神奈川県","藤沢市","遠藤","","325","9","-68913.7","-36109.5","35.378179","139.435903","0","1","0","0"
"神奈川県","藤沢市","葛原","","2201","9","-66106.9","-36069.4","35.40348","139.43622","0","1","0","0"
"神奈川県","藤沢市","葛原","","2202","9","-66106.9","-36069.4","35.40348","139.43622","0","1","0","0"
"神奈川県","藤沢市","葛原","","2207","9","-66106.9","-36069.4","35.40348","139.43622","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1332","9","-69057.2","-36109.3","35.376885","139.435911","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1333","9","-69057.2","-36109.3","35.376885","139.435911","0","1","0","0"
"神奈川県","藤沢市","葛原","","2148","9","-66011","-36109.9","35.404343","139.43577","0","0","0","0"
"神奈川県","藤沢市","葛原","","1150","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1152","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1162","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1164","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1165","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1170","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1175","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1181","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1182","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1184","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1185","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","1186","9","-65683.2","-36055.3","35.4073","139.436356","0","1","0","0"
"神奈川県","藤沢市","葛原","","952","9","-65128.2","-36068.2","35.412302","139.43619","0","1","0","0"
"神奈川県","藤沢市","葛原","","990","9","-65356.8","-36040.7","35.410243","139.436503","0","1","0","0"
"神奈川県","藤沢市","葛原","","992","9","-65356.8","-36040.7","35.410243","139.436503","0","1","0","0"
"神奈川県","藤沢市","葛原","","1002","9","-65356.8","-36040.7","35.410243","139.436503","0","1","0","0"
"神奈川県","藤沢市","遠藤","","326","9","-68987.7","-36115.8","35.377511","139.435836","0","1","0","0"
"神奈川県","藤沢市","大庭","","5341","9","-70903.2","-35914.3","35.360252","139.438138","0","1","0","0"
"神奈川県","藤沢市","遠藤","","4","9","-69175.4","-36013.7","35.375823","139.436969","0","1","0","0"
"神奈川県","藤沢市","遠藤","","817","9","-69175.4","-36013.7","35.375823","139.436969","0","1","0","0"
"神奈川県","藤沢市","遠藤","","2797","9","-67976.8","-36091.3","35.386624","139.436061","0","1","0","0"
"神奈川県","藤沢市","遠藤","","637","9","-69636.8","-36075.4","35.371662","139.43631","0","1","0","0"
"神奈川県","藤沢市","遠藤","","3288","9","-67519.7","-36082","35.390745","139.436144","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1323","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1325","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1334","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1336","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1337","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1341","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1347","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1348","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","1349","9","-68986.9","-36026.8","35.377522","139.436816","0","1","0","0"
"神奈川県","藤沢市","遠藤","","857","9","-69246.1","-36079.5","35.375183","139.436247","0","1","0","0"
"神奈川県","藤沢市","遠藤","","858","9","-69191.5","-36084.8","35.375675","139.436187","0","0","0","0"
"神奈川県","藤沢市","葛原","","928","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","933","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","944","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","946","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","948","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","949","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","葛原","","951","9","-65106.8","-35990.9","35.412498","139.43704","0","1","0","0"
"神奈川県","藤沢市","遠藤","","309","9","-68811.6","-36086.1","35.3791","139.436156","0","0","0","0"
