"都道府県名","市区町村名","大字・丁目名","小字・通称名","街区符号・地番","座標系番号","Ｘ座標","Ｙ座標","緯度","経度","住居表示フラグ","代表フラグ","更新前履歴フラグ","更新後履歴フラグ"
"神奈川県","藤沢市","長後","","351","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","546","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","553","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","554","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","557","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","558","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","560","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","563","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","564","9","-64924.2","-33707.4","35.414224","139.462175","0","0","0","0"
"神奈川県","藤沢市","長後","","613","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","長後","","614","9","-64924.2","-33707.4","35.414224","139.462175","0","1","0","0"
"神奈川県","藤沢市","辻堂太平台一丁目","","9","9","-74460.2","-33776.9","35.328264","139.461804","1","1","0","0"
"神奈川県","藤沢市","羽鳥五丁目","","2","9","-72989.9","-33793.1","35.341517","139.461565","1","0","0","0"
"神奈川県","藤沢市","湘南台三丁目","","5","9","-66950.9","-33774.7","35.395953","139.461518","1","1","0","0"
"神奈川県","藤沢市","長後","","1298","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1301","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1302","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1303","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1304","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1305","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1306","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1415","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1422","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1423","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1424","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1426","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1435","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","1437","9","-64118.4","-33688","35.421488","139.462356","0","1","0","0"
"神奈川県","藤沢市","長後","","546","9","-64920.2","-33772.8","35.414258","139.461455","0","0","0","0"
"神奈川県","藤沢市","善行坂二丁目","","3","9","-70439.4","-33744.9","35.364509","139.461991","1","1","0","0"
"神奈川県","藤沢市","長後","","530","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","531","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","566","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","567","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","568","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","569","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","長後","","571","9","-65029.5","-33723.5","35.413274","139.462003","0","1","0","0"
"神奈川県","藤沢市","辻堂太平台一丁目","","11","9","-74341.8","-33746.3","35.329332","139.462136","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","11","9","-67287.3","-33759.2","35.392921","139.461703","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","18","9","-75354.9","-33801.8","35.320198","139.461567","1","1","0","0"
"神奈川県","藤沢市","天神町二丁目","","18","9","-68917.3","-33740.8","35.378229","139.461973","1","1","0","0"
"神奈川県","藤沢市","城南四丁目","","7","9","-72183.7","-33749","35.348785","139.462017","1","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","7","9","-69104","-33755","35.376546","139.461824","1","1","0","0"
"神奈川県","藤沢市","下土棚","","351","9","-65547.2","-33760.5","35.408606","139.461617","0","0","0","0"
"神奈川県","藤沢市","下土棚","","359","9","-65547.2","-33760.5","35.408606","139.461617","0","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","24","9","-68686.2","-33770.8","35.380311","139.461633","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","18","9","-75422.7","-33805.9","35.319587","139.461525","1","0","0","0"
"神奈川県","藤沢市","湘南台三丁目","","20","9","-67540","-33768.4","35.390643","139.461612","1","1","0","0"
"神奈川県","藤沢市","下土棚","","571","9","-65387","-33754.6","35.410051","139.461675","0","1","0","0"
"神奈川県","藤沢市","下土棚","","572","9","-65387","-33754.6","35.410051","139.461675","0","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","17","9","-69298.9","-33739.7","35.374789","139.462001","1","1","0","0"
"神奈川県","藤沢市","辻堂太平台一丁目","","17","9","-74701.9","-33750.9","35.326086","139.4621","1","1","0","0"
"神奈川県","藤沢市","辻堂東海岸二丁目","","16","9","-74952","-33792.5","35.32383","139.461653","1","1","0","0"
"神奈川県","藤沢市","辻堂東海岸二丁目","","16","9","-74915.3","-33789.3","35.324161","139.461687","1","0","0","0"
"神奈川県","藤沢市","辻堂東海岸二丁目","","16","9","-74887.6","-33784.9","35.324411","139.461734","1","0","0","0"
"神奈川県","藤沢市","天神町二丁目","","19","9","-68875.4","-33735.3","35.378607","139.462032","1","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","16","9","-68506.2","-33719.7","35.381935","139.462188","1","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","18","9","-68581.6","-33764.7","35.381254","139.461696","1","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","2","9","-72773","-33765.1","35.343473","139.461865","1","0","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","10","9","-75503.5","-33788.3","35.318859","139.461722","1","1","0","0"
"神奈川県","藤沢市","天神町二丁目","","20","9","-68832.3","-33729.6","35.378996","139.462092","1","1","0","0"
"神奈川県","藤沢市","下土棚","","350","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","358","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","361","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","495","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","496","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","536","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","下土棚","","538","9","-65521.2","-33692.7","35.408843","139.462362","0","1","0","0"
"神奈川県","藤沢市","善行団地","","7","9","-70277.5","-33771.7","35.365967","139.461689","1","0","0","0"
"神奈川県","藤沢市","長後","","1292","9","-63964.7","-33693.2","35.422873","139.462292","0","1","0","0"
"神奈川県","藤沢市","長後","","1293","9","-63964.7","-33693.2","35.422873","139.462292","0","1","0","0"
"神奈川県","藤沢市","長後","","1295","9","-63964.7","-33693.2","35.422873","139.462292","0","1","0","0"
"神奈川県","藤沢市","長後","","1298","9","-63964.7","-33693.2","35.422873","139.462292","0","0","0","0"
"神奈川県","藤沢市","長後","","1301","9","-63964.7","-33693.2","35.422873","139.462292","0","0","0","0"
"神奈川県","藤沢市","長後","","1302","9","-63964.7","-33693.2","35.422873","139.462292","0","0","0","0"
"神奈川県","藤沢市","長後","","1303","9","-63964.7","-33693.2","35.422873","139.462292","0","0","0","0"
"神奈川県","藤沢市","長後","","1304","9","-63964.7","-33693.2","35.422873","139.462292","0","0","0","0"
"神奈川県","藤沢市","長後","","1311","9","-63964.7","-33693.2","35.422873","139.462292","0","1","0","0"
"神奈川県","藤沢市","長後","","1312","9","-63964.7","-33693.2","35.422873","139.462292","0","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","30","9","-67605.2","-33724.2","35.390057","139.462101","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","38","9","-66146.5","-33749.1","35.403205","139.461767","1","1","0","0"
"神奈川県","藤沢市","下土棚","","261","9","-65703.7","-33748","35.407196","139.461761","0","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","32","9","-66249.1","-33738.6","35.40228","139.461887","1","1","0","0"
"神奈川県","藤沢市","下土棚","","262","9","-65774.5","-33757","35.406558","139.461664","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1101","9","-65878.8","-33756.9","35.405617","139.46167","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1105","9","-66015.3","-33747.6","35.404387","139.461778","0","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","8","9","-69138.2","-33732.1","35.376238","139.462078","1","1","0","0"
"神奈川県","藤沢市","下土棚","","540","9","-65415.2","-33725.4","35.409797","139.461997","0","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","7","9","-68789.4","-33721.1","35.379383","139.462184","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","1","9","-66885.3","-33716","35.396546","139.462162","1","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","19","9","-68535.5","-33754.7","35.38167","139.461804","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","32","9","-66304.8","-33748.7","35.401778","139.461778","1","0","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72661.7","-33778.1","35.344476","139.461717","1","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72691.3","-33759.7","35.34421","139.46192","1","0","0","0"
"神奈川県","藤沢市","湘南台三丁目","","10","9","-67191.6","-33728.5","35.393785","139.462037","1","1","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64241.6","-33724.8","35.420376","139.461956","0","0","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64298.6","-33710.5","35.419863","139.462115","0","0","0","0"
"神奈川県","藤沢市","長後","","2055","9","-64298.6","-33710.5","35.419863","139.462115","0","1","0","0"
"神奈川県","藤沢市","長後","","511","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","534","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","535","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","536","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","538","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","539","9","-65085.1","-33680","35.412774","139.462484","0","0","0","0"
"神奈川県","藤沢市","長後","","540","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","572","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","573","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","574","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","長後","","575","9","-65085.1","-33680","35.412774","139.462484","0","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","8","9","-68749.3","-33713.2","35.379744","139.46227","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","17","9","-66404.4","-33720.4","35.400881","139.462094","1","1","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64209","-33726.9","35.42067","139.461931","0","0","0","0"
"神奈川県","藤沢市","天神町三丁目","","17","9","-68603.8","-33732.1","35.381055","139.462056","1","1","0","0"
"神奈川県","藤沢市","下土棚","","556","9","-65174.3","-33727.5","35.411969","139.461965","0","0","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","9","9","-75424.2","-33762.4","35.319575","139.462003","1","1","0","0"
"神奈川県","藤沢市","羽鳥五丁目","","5","9","-72897","-33743.6","35.342356","139.462106","1","1","0","0"
"神奈川県","藤沢市","円行","","747","9","-67686.9","-33730.5","35.38932","139.462035","0","1","0","0"
"神奈川県","藤沢市","円行","","756","9","-67686.9","-33730.5","35.38932","139.462035","0","1","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64188.4","-33721.6","35.420856","139.461989","0","0","0","0"
"神奈川県","藤沢市","辻堂太平台一丁目","","14","9","-74593.3","-33717.2","35.327066","139.462466","1","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","13","9","-72498.8","-33653.9","35.345948","139.463077","1","0","0","0"
"神奈川県","藤沢市","長後","","1432","9","-64157.4","-33719.7","35.421135","139.462008","0","0","0","0"
"神奈川県","藤沢市","善行坂二丁目","","4","9","-70527.7","-33720.7","35.363714","139.46226","1","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","11","9","-68656.5","-33715.4","35.380581","139.462241","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","11","9","-66716.6","-33716.5","35.398067","139.462149","1","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","15","9","-69342.8","-33728.7","35.374394","139.462123","1","1","0","0"
"神奈川県","藤沢市","善行坂二丁目","","5","9","-70583","-33724.7","35.363215","139.462219","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","4","9","-66978.7","-33714.3","35.395704","139.462184","1","1","0","0"
"神奈川県","藤沢市","城南三丁目","","5","9","-72138.6","-33735.2","35.349192","139.462167","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","40","9","-66110.2","-33675.4","35.403534","139.462577","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸五丁目","","12","9","-75396","-33678.3","35.319832","139.462927","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","13","9","-67341.1","-33706.3","35.392438","139.462287","1","1","0","0"
"神奈川県","藤沢市","善行団地","","5","9","-70006.6","-33707.2","35.368411","139.462387","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","29","9","-67544.1","-33702.4","35.390608","139.462339","1","1","0","0"
"神奈川県","藤沢市","下土棚","","1102","9","-65838.9","-33704.4","35.405979","139.462246","0","1","0","0"
"神奈川県","藤沢市","下土棚","","263","9","-65771.5","-33697.3","35.406587","139.462322","0","1","0","0"
"神奈川県","藤沢市","下土棚","","325","9","-65771.5","-33697.3","35.406587","139.462322","0","1","0","0"
"神奈川県","藤沢市","下土棚","","326","9","-65771.5","-33697.3","35.406587","139.462322","0","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","6","9","-72615.2","-33722.1","35.344897","139.462331","1","0","0","0"
"神奈川県","藤沢市","下土棚","","1103","9","-65874.6","-33709.4","35.405657","139.462193","0","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","16","9","-67415.9","-33670","35.391765","139.46269","1","1","0","0"
"神奈川県","藤沢市","下土棚","","198","9","-65932.6","-33679.7","35.405135","139.462522","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1104","9","-65932.6","-33679.7","35.405135","139.462522","0","1","0","0"
"神奈川県","藤沢市","長後","","1480","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","長後","","1481","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","長後","","1485","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","長後","","1486","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","長後","","1488","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","長後","","1496","9","-64369.2","-33646.9","35.419229","139.462819","0","1","0","0"
"神奈川県","藤沢市","下土棚","","315","9","-65709.3","-33675","35.407148","139.462565","0","1","0","0"
"神奈川県","藤沢市","下土棚","","322","9","-65709.3","-33675","35.407148","139.462565","0","1","0","0"
"神奈川県","藤沢市","下土棚","","324","9","-65709.3","-33675","35.407148","139.462565","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1104","9","-66010","-33690","35.404437","139.462412","0","0","0","0"
"神奈川県","藤沢市","下土棚","","1124","9","-66010","-33690","35.404437","139.462412","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1128","9","-66010","-33690","35.404437","139.462412","0","1","0","0"
"神奈川県","藤沢市","下土棚","","1129","9","-66010","-33690","35.404437","139.462412","0","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72720.5","-33742","35.343947","139.462117","1","0","0","0"
"神奈川県","藤沢市","長後","","617","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","長後","","619","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","長後","","621","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","長後","","622","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","長後","","623","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","長後","","624","9","-64810.5","-33668.7","35.41525","139.462597","0","1","0","0"
"神奈川県","藤沢市","下土棚","","485","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","492","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","498","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","499","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","500","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","501","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","528","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","529","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","531","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","533","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","534","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","535","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","542","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","543","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","544","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","545","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","546","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","下土棚","","547","9","-65374.7","-33628.9","35.410166","139.463058","0","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","21","9","-66501.2","-33675.1","35.40001","139.462596","1","1","0","0"
"神奈川県","藤沢市","円行","","795","9","-67882.4","-33709.6","35.387559","139.462273","0","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","21","9","-67490","-33690.5","35.391096","139.462467","1","1","0","0"
"神奈川県","藤沢市","辻堂太平台二丁目","","2","9","-74247.8","-33676.2","35.330182","139.462903","1","1","0","0"
"神奈川県","藤沢市","善行団地","","5","9","-70043.5","-33715","35.368078","139.462303","1","0","0","0"
"神奈川県","藤沢市","下土棚","","312","9","-65629.2","-33667.1","35.40787","139.462648","0","1","0","0"
"神奈川県","藤沢市","下土棚","","313","9","-65629.2","-33667.1","35.40787","139.462648","0","0","0","0"
"神奈川県","藤沢市","下土棚","","314","9","-65629.2","-33667.1","35.40787","139.462648","0","1","0","0"
"神奈川県","藤沢市","下土棚","","315","9","-65629.2","-33667.1","35.40787","139.462648","0","0","0","0"
"神奈川県","藤沢市","下土棚","","319","9","-65629.2","-33667.1","35.40787","139.462648","0","1","0","0"
"神奈川県","藤沢市","下土棚","","347","9","-65629.2","-33667.1","35.40787","139.462648","0","1","0","0"
"神奈川県","藤沢市","下土棚","","348","9","-65629.2","-33667.1","35.40787","139.462648","0","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","10","9","-69207.8","-33686.6","35.375612","139.462581","1","1","0","0"
"神奈川県","藤沢市","辻堂太平台一丁目","","13","9","-74492.5","-33688.2","35.327976","139.462781","1","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72756.6","-33725.9","35.343622","139.462295","1","0","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","8","9","-75467.6","-33705.8","35.319186","139.462628","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸五丁目","","11","9","-75304.7","-33643.6","35.320656","139.463305","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","7","9","-66629.9","-33616.4","35.398852","139.463248","1","1","0","0"
"神奈川県","藤沢市","下土棚","","550","9","-65182.2","-33664.4","35.4119","139.462659","0","1","0","0"
"神奈川県","藤沢市","下土棚","","555","9","-65182.2","-33664.4","35.4119","139.462659","0","1","0","0"
"神奈川県","藤沢市","善行団地","","5","9","-70074.7","-33699.4","35.367798","139.462476","1","0","0","0"
"神奈川県","藤沢市","善行坂二丁目","","12","9","-70364.8","-33651.2","35.365184","139.463018","1","1","0","0"
"神奈川県","藤沢市","天神町三丁目","","10","9","-68677.1","-33684.1","35.380396","139.462587","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","26","9","-67661.6","-33662.7","35.389551","139.462781","1","1","0","0"
"神奈川県","藤沢市","石川","","4894","9","-69959.4","-33703.2","35.368837","139.462429","0","0","0","0"
"神奈川県","藤沢市","下土棚","","551","9","-65135.6","-33646.5","35.41232","139.462855","0","1","0","0"
"神奈川県","藤沢市","下土棚","","552","9","-65135.6","-33646.5","35.41232","139.462855","0","1","0","0"
"神奈川県","藤沢市","下土棚","","553","9","-65135.6","-33646.5","35.41232","139.462855","0","1","0","0"
"神奈川県","藤沢市","下土棚","","554","9","-65135.6","-33646.5","35.41232","139.462855","0","1","0","0"
"神奈川県","藤沢市","下土棚","","555","9","-65135.6","-33646.5","35.41232","139.462855","0","0","0","0"
"神奈川県","藤沢市","円行","","790","9","-67852.4","-33687.3","35.38783","139.462518","0","1","0","0"
"神奈川県","藤沢市","円行","","791","9","-67852.4","-33687.3","35.38783","139.462518","0","1","0","0"
"神奈川県","藤沢市","円行","","792","9","-67852.4","-33687.3","35.38783","139.462518","0","1","0","0"
"神奈川県","藤沢市","鵠沼海岸四丁目","","6","9","-75624.4","-33688.3","35.317773","139.462827","1","1","0","0"
"神奈川県","藤沢市","長後","","627","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","長後","","629","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","長後","","633","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","長後","","636","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","長後","","640","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","長後","","642","9","-64732.7","-33641.2","35.415952","139.462896","0","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72698.6","-33718.1","35.344145","139.462379","1","0","0","0"
"神奈川県","藤沢市","湘南台四丁目","","39","9","-66161.7","-33661.7","35.403071","139.46273","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","30","9","-66218.8","-33656.2","35.402556","139.462793","1","1","0","0"
"神奈川県","藤沢市","天神町二丁目","","17","9","-68996.3","-33697.8","35.377518","139.462449","1","1","0","0"
"神奈川県","藤沢市","天神町一丁目","","6","9","-69061","-33687.7","35.376936","139.462563","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","31","9","-66280.2","-33650","35.402003","139.462863","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸五丁目","","4","9","-75080.8","-33667.9","35.322674","139.463029","1","1","0","0"
"神奈川県","藤沢市","善行団地","","5","9","-70110.2","-33677.6","35.367478","139.462717","1","0","0","0"
"神奈川県","藤沢市","天神町三丁目","","15","9","-68477.4","-33684.1","35.382196","139.462579","1","1","0","0"
"神奈川県","藤沢市","湘南台三丁目","","9","9","-67194","-33672.8","35.393765","139.46265","1","1","0","0"
"神奈川県","藤沢市","鵠沼海岸五丁目","","11","9","-75310.8","-33708.3","35.320599","139.462594","1","0","0","0"
"神奈川県","藤沢市","天神町一丁目","","11","9","-69241.9","-33663.9","35.375306","139.462832","1","1","0","0"
"神奈川県","藤沢市","湘南台四丁目","","18","9","-66340.3","-33641.4","35.401461","139.462961","1","1","0","0"
"神奈川県","藤沢市","善行坂二丁目","","5","9","-70646.7","-33691.8","35.362642","139.462583","1","0","0","0"
"神奈川県","藤沢市","円行","","815","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","817","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","820","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","821","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","822","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","825","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","826","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","827","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","830","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","831","9","-67988.3","-33651.6","35.386606","139.462916","0","1","0","0"
"神奈川県","藤沢市","円行","","827","9","-68023.4","-33678.5","35.386289","139.462622","0","0","0","0"
"神奈川県","藤沢市","円行","","836","9","-68023.4","-33678.5","35.386289","139.462622","0","1","0","0"
"神奈川県","藤沢市","羽鳥四丁目","","4","9","-72745.3","-33690.2","35.343725","139.462687","1","0","0","0"
"神奈川県","藤沢市","長後","","602","9","-64894.9","-33628.3","35.414491","139.463045","0","1","0","0"
"神奈川県","藤沢市","長後","","605","9","-64894.9","-33628.3","35.414491","139.463045","0","1","0","0"
"神奈川県","藤沢市","長後","","606","9","-64894.9","-33628.3","35.414491","139.463045","0","1","0","0"
"神奈川県","藤沢市","長後","","607","9","-64894.9","-33628.3","35.414491","139.463045","0","1","0","0"
"神奈川県","藤沢市","長後","","608","9","-64894.9","-33628.3","35.414491","139.463045","0","1","0","0"
"神奈川県","藤沢市","本藤沢四丁目","","2","9","-71190.6","-33665.6","35.35774","139.462894","1","1","0","0"
